Aktien_id;Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2;2022-09-09;8.71;8.978;8.706;8.932;12474008;110960319
2;2022-09-08;8.28;8.718;8.272;8.65;18432601;156116396
2;2022-09-07;8.264;8.34;8.028;8.195;11249328;91753864
2;2022-09-06;8.236;8.44;8.218;8.358;9194142;76729349
2;2022-09-05;8.266;8.28;8.04;8.181;11197994;91197533
2;2022-09-02;8.236;8.58;8.18;8.573;9938059;83680929
2;2022-09-01;8.28;8.308;8.07;8.13;8479512;69208156
2;2022-08-31;8.44;8.493;8.306;8.323;7873666;65816715
2;2022-08-30;8.232;8.561;8.226;8.392;9503694;80112632
2;2022-08-29;8.169;8.258;8.08;8.242;5951411;48703359
2;2022-08-26;8.392;8.515;8.17;8.171;6773632;56243755
2;2022-08-25;8.456;8.512;8.314;8.364;5371612;45080964
2;2022-08-24;8.32;8.365;8.175;8.359;7979604;66058675
2;2022-08-23;8.378;8.443;8.252;8.337;9556365;79864102
2;2022-08-22;8.402;8.461;8.271;8.387;7253829;60612042
2;2022-08-19;8.75;8.755;8.462;8.496;10849544;93204152
2;2022-08-18;8.81;8.955;8.773;8.868;6872297;60878834
2;2022-08-17;9.08;9.182;8.822;8.856;7844503;70120903
2;2022-08-16;8.983;9.092;8.947;8.964;5706031;51363945
2;2022-08-15;9.10;9.116;8.898;8.942;5628293;50621254
2;2022-08-12;8.95;9.13;8.916;9.061;8193539;74125027
2;2022-08-11;8.892;8.963;8.815;8.864;6173146;54832625
2;2022-08-10;8.693;8.868;8.664;8.829;7714471;67849441
2;2022-08-09;8.80;8.825;8.681;8.727;4778154;41806542
2;2022-08-08;8.81;8.896;8.672;8.799;6484202;56977873
2;2022-08-05;8.632;8.802;8.622;8.755;6658176;58066642
2;2022-08-04;8.61;8.792;8.546;8.626;9383881;81053192
2;2022-08-03;8.48;8.564;8.352;8.564;8039908;68411509
2;2022-08-02;8.368;8.466;8.277;8.41;6519488;54624523
2;2022-08-01;8.55;8.604;8.402;8.402;9197173;78020954
2;2022-07-29;8.462;8.605;8.414;8.526;9719546;82795920
2;2022-07-28;8.19;8.462;8.143;8.341;15054028;125621891
2;2022-07-27;8.30;8.316;7.816;8.055;20400279;163148265
2;2022-07-26;8.28;8.317;8.083;8.189;10356708;84773525
2;2022-07-25;8.253;8.458;8.24;8.351;8028501;67080017
2;2022-07-22;8.443;8.454;8.23;8.262;11210534;93044165
2;2022-07-21;8.32;8.674;8.251;8.46;15730355;132938256
2;2022-07-20;8.501;8.637;8.263;8.399;12759356;107787515
2;2022-07-19;8.004;8.506;7.988;8.432;10573499;87969647
2;2022-07-18;7.94;8.158;7.917;8.071;10890379;87930060
2;2022-07-15;7.622;7.854;7.525;7.799;12815063;98697138
2;2022-07-14;7.70;7.908;7.615;7.674;14089656;108742231
2;2022-07-13;7.849;7.896;7.646;7.778;8667029;67429417
2;2022-07-12;7.805;7.92;7.602;7.907;10942143;84776197
2;2022-07-11;7.986;8.074;7.845;7.87;9147874;72632984
2;2022-07-08;7.91;8.277;7.871;8.20;11786040;95598061
2;2022-07-07;7.80;8.019;7.785;7.983;11169777;88523072
2;2022-07-06;7.849;7.898;7.605;7.688;12809355;98983697
2;2022-07-05;8.163;8.177;7.644;7.763;14939788;117037463
2;2022-07-04;8.10;8.166;7.986;8.092;6573460;53192860
2;2022-07-01;8.182;8.269;7.93;8.053;16767255;135557332
2;2022-06-30;8.445;8.447;8.12;8.318;17462311;144420048
2;2022-06-29;8.71;8.796;8.56;8.571;10311991;89123645
2;2022-06-28;8.971;9.084;8.844;8.863;10200558;91345909
2;2022-06-27;8.964;9.149;8.749;8.89;10112593;90448441
2;2022-06-24;8.631;8.93;8.286;8.919;18868990;164495931
2;2022-06-23;9.73;9.793;8.512;8.512;28190370;250431235
2;2022-06-22;9.52;9.754;9.408;9.694;8483780;81443544
2;2022-06-21;9.70;9.902;9.662;9.709;8089711;78924089
2;2022-06-20;9.47;9.741;9.328;9.663;8585337;82459814
2;2022-06-17;9.40;9.56;9.314;9.401;21270123;200376757
2;2022-06-16;9.50;9.561;9.278;9.338;11018534;103463778
2;2022-06-15;9.369;9.551;9.309;9.496;10462663;98930938
2;2022-06-14;9.336;9.439;9.164;9.256;9114076;84816793
2;2022-06-13;9.36;9.362;9.133;9.25;11736567;108244126
2;2022-06-10;9.95;9.967;9.389;9.428;15495962;148903288
2;2022-06-09;10.112;10.186;9.946;10.014;9284551;93336309
2;2022-06-08;10.32;10.344;9.971;10.14;9335127;94355278
2;2022-06-07;10.358;10.46;10.216;10.336;7111395;73380108
2;2022-06-06;10.308;10.508;10.276;10.456;5754428;60019157
2;2022-06-03;10.294;10.306;10.146;10.20;4737686;48288499
2;2022-06-02;10.324;10.378;10.174;10.214;5556376;56893235
2;2022-06-01;10.516;10.554;10.242;10.288;9533794;98761332
2;2022-05-31;10.594;10.734;10.37;10.374;12743581;133187740
2;2022-05-30;10.55;10.66;10.406;10.646;8096863;85583050
2;2022-05-27;10.456;10.46;10.324;10.392;7382525;76762969
2;2022-05-26;10.238;10.432;10.20;10.414;7968466;82438636
2;2022-05-25;10.16;10.266;9.971;10.256;9758757;99304051
2;2022-05-24;9.884;10.314;9.88;10.084;14533165;147529614
2;2022-05-23;9.617;10.018;9.563;10.018;14551549;143117346
2;2022-05-20;9.53;9.573;9.294;9.362;12131184;114482123
2;2022-05-19;9.426;9.495;9.302;9.492;14027561;132148533
2;2022-05-18;9.65;9.711;9.463;9.471;9230090;88142581
2;2022-05-17;9.379;9.638;9.35;9.538;12170287;115690645
2;2022-05-16;9.313;9.429;9.181;9.219;9085840;84347160
2;2022-05-13;9.252;9.371;9.207;9.347;10443791;97291480
2;2022-05-12;9.09;9.155;8.814;9.132;15622882;141171379
2;2022-05-11;9.212;9.403;8.988;9.314;13449301;123975575
2;2022-05-10;9.102;9.299;9.067;9.101;10715650;98362516
2;2022-05-09;9.217;9.331;8.956;8.956;12430646;113026896
2;2022-05-06;9.384;9.497;9.206;9.315;13522777;126520984
2;2022-05-05;10.094;10.108;9.437;9.451;15004649;145262370
2;2022-05-04;9.959;9.98;9.76;9.818;10085502;99263648
2;2022-05-03;9.638;9.892;9.594;9.861;15059589;147625592
2;2022-05-02;9.55;9.626;9.13;9.477;13801078;130795661
2;2022-04-29;9.761;9.892;9.255;9.626;23656422;226526212
2;2022-04-28;9.75;9.907;9.514;9.622;15941470;155045349
2;2022-04-27;10.16;10.176;9.442;9.553;37155084;357129769
2;2022-04-26;10.656;10.68;10.12;10.12;14313567;147700294
2;2022-04-25;10.806;10.858;10.382;10.392;15058588;158687832
2;2022-04-22;11.25;11.372;10.972;11.024;12183873;135470323
2;2022-04-21;11.25;11.514;11.226;11.362;11894688;135404123
2;2022-04-20;11.01;11.314;11.01;11.218;13929821;155865067
2;2022-04-19;10.958;11.094;10.842;11.002;11152850;122255825
2;2022-04-14;10.98;11.00;10.838;10.976;14362799;157309424
2;2022-04-13;10.838;10.896;10.616;10.896;14699189;158318141
2;2022-04-12;10.96;11.058;10.638;10.808;34888236;378764945
2;2022-04-11;11.83;12.042;11.776;11.924;9319572;111154009
2;2022-04-08;11.652;11.948;11.622;11.844;10219736;120801218
2;2022-04-07;11.44;11.744;11.382;11.40;10017346;115485774
2;2022-04-06;11.74;11.932;11.244;11.394;14708099;168755049
2;2022-04-05;11.818;11.972;11.674;11.766;10328318;121893322
2;2022-04-04;11.814;11.95;11.622;11.806;8008604;94471411
2;2022-04-01;11.65;11.996;11.614;11.822;12007818;142233237
2;2022-03-31;11.82;11.94;11.48;11.51;14294463;166768081
2;2022-03-30;11.88;11.926;11.566;11.634;10276916;120344896
2;2022-03-29;11.842;12.114;11.538;11.968;19418742;230363822
2;2022-03-28;11.648;11.972;11.602;11.662;9880630;116417718
2;2022-03-25;11.562;11.798;11.458;11.658;10869740;126514732
2;2022-03-24;11.57;11.666;11.454;11.54;10071605;116399493
2;2022-03-23;11.80;11.866;11.516;11.594;12200569;142268436
2;2022-03-22;11.20;11.708;11.176;11.70;17889007;206589683
2;2022-03-21;11.076;11.288;11.03;11.078;13500809;150365297
2;2022-03-18;10.91;11.05;10.746;11.024;23661795;258869922
2;2022-03-17;11.11;11.308;10.662;10.898;17264569;188217851
2;2022-03-16;10.64;11.146;10.572;11.07;26979208;294599409
2;2022-03-15;10.09;10.484;9.95;10.326;19914872;204607324
2;2022-03-14;9.797;10.458;9.719;10.356;28407010;290129004
2;2022-03-11;9.896;10.05;9.521;9.591;22804222;222388855
2;2022-03-10;9.872;9.968;9.324;9.74;35128906;338425693
2;2022-03-09;9.737;9.845;9.436;9.806;27148730;262340886
2;2022-03-08;8.711;9.629;8.653;9.119;30052317;278462966
2;2022-03-07;8.691;9.214;8.163;8.895;36011795;313558245
2;2022-03-04;9.925;9.925;9.148;9.148;35713032;334998258
2;2022-03-03;10.486;10.536;10.042;10.102;20150401;206816435
2;2022-03-02;10.162;10.522;9.912;10.388;26810629;274400452
2;2022-03-01;11.17;11.35;10.408;10.408;27994686;299803330
2;2022-02-28;11.214;11.306;10.692;11.26;29188148;321790004
2;2022-02-25;11.63;12.074;11.022;11.878;31405810;363751458
2;2022-02-24;11.93;12.344;11.246;11.26;44158996;515252469
2;2022-02-23;13.308;13.34;12.796;12.874;15793934;204619435
2;2022-02-22;12.758;13.366;12.51;13.204;20094487;261738406
2;2022-02-21;13.70;13.908;13.168;13.298;12280034;165370037
2;2022-02-18;13.70;13.772;13.486;13.564;13131951;178405572
2;2022-02-17;13.926;13.952;13.606;13.69;12682200;174357009
2;2022-02-16;14.08;14.154;13.734;13.884;12364044;171884725
2;2022-02-15;13.804;14.11;13.78;14.018;13342424;186708508
2;2022-02-14;13.818;14.02;13.458;13.896;22979062;316586957
2;2022-02-11;14.302;14.558;14.112;14.398;16205921;231687089
2;2022-02-10;14.356;14.636;14.334;14.462;16980055;246222644
2;2022-02-09;14.25;14.446;14.052;14.41;21499326;306176561
2;2022-02-08;13.784;14.428;13.766;14.374;19853075;281981112
2;2022-02-07;13.77;13.78;13.326;13.698;16298114;221531052
2;2022-02-04;13.386;13.656;13.306;13.578;21303671;287425714
2;2022-02-03;12.642;13.374;12.632;13.26;25079467;328793453
2;2022-02-02;12.71;12.908;12.608;12.64;13386633;170687092
2;2022-02-01;12.424;12.688;12.31;12.636;14939739;187010306
2;2022-01-31;12.15;12.41;12.052;12.254;15872843;194262976
2;2022-01-28;12.04;12.04;11.816;11.912;14747257;175678270
2;2022-01-27;11.45;12.116;11.394;11.92;20304574;241761892
2;2022-01-26;11.206;11.54;11.196;11.42;12466641;142602315
2;2022-01-25;10.94;11.086;10.764;11.074;12594659;137917694
2;2022-01-24;11.406;11.478;10.702;10.76;16753223;183492309
2;2022-01-21;11.55;11.618;11.332;11.478;12526702;143967175
2;2022-01-20;11.72;11.85;11.60;11.676;7580793;88641049
2;2022-01-19;11.872;11.962;11.72;11.784;10312033;121944383
2;2022-01-18;11.886;12.162;11.854;11.926;8904835;106535973
2;2022-01-17;12.07;12.132;11.984;12.018;4959428;59779316
2;2022-01-14;12.074;12.19;11.774;11.954;13552725;162226217
2;2022-01-13;12.18;12.266;11.91;12.20;12039618;145842974
2;2022-01-12;12.41;12.444;12.184;12.224;10424643;127994702
2;2022-01-11;12.15;12.416;12.09;12.314;11994824;146957864
2;2022-01-10;12.48;12.564;12.33;12.374;10011119;124274060
2;2022-01-07;12.33;12.482;12.126;12.366;13200588;162729178
2;2022-01-06;11.748;12.252;11.70;12.15;14599870;176527158
2;2022-01-05;11.716;11.956;11.602;11.85;10367648;122812170
2;2022-01-04;11.374;11.744;11.35;11.692;13350463;154652130
2;2022-01-03;11.066;11.378;11.02;11.348;8813113;99459404
2;2021-12-30;11.062;11.092;11.008;11.018;3424399;37787309
2;2021-12-29;11.258;11.308;11.066;11.112;4457001;49708326
2;2021-12-28;11.222;11.334;11.204;11.274;4022275;45378903
2;2021-12-27;11.08;11.242;11.014;11.224;3850776;43028856
2;2021-12-23;11.022;11.228;11.022;11.192;6767967;75532007
2;2021-12-22;10.962;11.004;10.86;10.996;4817389;52732145
2;2021-12-21;10.87;11.04;10.778;10.968;6849378;74908772
2;2021-12-20;10.68;10.826;10.494;10.712;7869924;84045788
2;2021-12-17;11.00;11.06;10.818;10.93;15850322;173435764
2;2021-12-16;10.96;11.174;10.956;11.058;10207690;113060246
2;2021-12-15;10.982;11.014;10.802;10.836;5690290;61887845
2;2021-12-14;10.87;11.054;10.808;10.93;7452098;81412304
2;2021-12-13;10.98;11.026;10.788;10.806;5573870;60703509
2;2021-12-10;10.96;11.044;10.89;10.92;6477812;70993864
2;2021-12-09;11.27;11.296;11.00;11.022;9418780;104475032
2;2021-12-08;11.384;11.48;11.138;11.408;8235012;93505274
2;2021-12-07;11.282;11.448;11.228;11.386;10848052;123414717
2;2021-12-06;10.98;11.216;10.936;11.174;11810118;130935946
2;2021-12-03;11.04;11.094;10.726;10.742;10084663;109110130
2;2021-12-02;10.732;10.978;10.698;10.922;9779658;106367404
2;2021-12-01;10.792;11.004;10.792;10.886;9992083;108981281
2;2021-11-30;10.50;10.79;10.41;10.66;14952686;158877377
2;2021-11-29;10.936;10.966;10.646;10.678;13389305;144321223
2;2021-11-26;10.92;11.038;10.70;10.70;22453286;243562384
2;2021-11-25;11.462;11.572;11.404;11.57;8793212;101250766
2;2021-11-24;11.15;11.548;11.098;11.45;16356050;186363237
2;2021-11-23;10.80;11.188;10.786;11.18;14866248;164718374
2;2021-11-22;10.87;10.908;10.694;10.864;10295063;111392702
2;2021-11-19;11.37;11.408;10.724;10.824;21867321;238409205
2;2021-11-18;11.40;11.582;11.286;11.384;7928517;90590299
2;2021-11-17;11.24;11.498;11.224;11.438;8505961;96984190
2;2021-11-16;11.23;11.356;11.166;11.238;6400562;72000794
2;2021-11-15;11.05;11.236;10.986;11.202;6568912;73236914
2;2021-11-12;11.162;11.192;11.038;11.152;4846393;53921381
2;2021-11-11;11.10;11.232;11.098;11.162;5840942;65221591
2;2021-11-10;11.00;11.144;10.95;11.096;6919634;76546127
2;2021-11-09;11.12;11.17;10.942;10.992;8588143;94825481
2;2021-11-08;11.154;11.302;11.072;11.188;5700175;63883853
2;2021-11-05;11.03;11.274;11.026;11.154;9489772;105959448
2;2021-11-04;11.578;11.704;11.008;11.068;15159427;170476948
2;2021-11-03;11.348;11.522;11.284;11.498;9520142;108825927
2;2021-11-02;11.27;11.344;11.114;11.344;8361526;94102642
2;2021-11-01;11.10;11.412;11.10;11.30;8728806;98790558
2;2021-10-29;11.082;11.242;11.002;11.146;9250019;103067121
2;2021-10-28;11.052;11.268;10.884;11.076;13528597;149360479
2;2021-10-27;11.86;11.868;11.028;11.078;27512703;309198771
